sublineage,time,mean,upper,lower,time_correct,year,upper_log,lower_log,log
L3.1.1.5,20910.38567,17213274.65,3.18E+07,2625919.036,107.7968767,1912.203123,7.50242712,6.419281332,6.960854226
L3.1.1.5,21607.39853,17513914.41,3.25E+07,2567922.151,111.3930658,1908.606934,7.511883361,6.409581854,6.960732607
L3.1.1.5,22304.41138,17805082.21,3.31E+07,2488699.85,114.9892548,1905.010745,7.519827994,6.395972522,6.957900258
L3.1.1.5,23001.42424,18028287.49,3.36E+07,2435200.079,118.5410465,1901.458954,7.526339277,6.386534649,6.956436963
L3.1.1.5,23698.43709,18151822.1,3.40E+07,2330487.859,122.1372355,1897.862764,7.531478917,6.367446845,6.949462881
L3.1.1.5,24395.44995,18409920.05,3.45E+07,2280550.916,125.7334246,1894.266575,7.537819095,6.358039773,6.947929434
L3.1.1.5,25092.46281,18805931.95,3.54E+07,2222741.059,129.3296136,1890.670386,7.549003262,6.346888872,6.947946067
L3.1.1.5,25789.47566,19085521.56,3.60E+07,2169510.963,132.9258027,1887.074197,7.556302501,6.336361849,6.946332175
L3.1.1.5,26486.48852,19390474.31,3.66E+07,2131024.477,136.5219917,1883.478008,7.563481085,6.328588438,6.946034762
L3.1.1.5,27183.50137,19643167.45,3.72E+07,2072277.394,140.1181808,1879.881819,7.57054294,6.316447889,6.943495415
L3.1.1.5,27880.51423,19837891.35,3.77E+07,2017784.326,143.7143698,1876.28563,7.57634135,6.304874744,6.940608047
L3.1.1.5,28577.52709,20202402.52,3.84E+07,1984225.155,147.3105589,1872.689441,7.584331224,6.297590951,6.940961088
L3.1.1.5,29274.53994,20458530.98,3.90E+07,1967055.926,150.9067479,1869.093252,7.591064607,6.293816708,6.942440657
L3.1.1.5,29971.5528,20818144.83,3.97E+07,1904313.443,154.502937,1865.497063,7.598790507,6.279738433,6.93926447
L3.1.1.5,30668.56565,21054046.68,4.02E+07,1885679.593,158.099126,1861.900874,7.604226053,6.275467901,6.939846977
L3.1.1.5,31365.57851,21266498.37,4.07E+07,1853440.885,161.6953151,1858.304685,7.609594409,6.267978739,6.938786574
L3.1.1.5,32062.59136,21409127.74,4.10E+07,1819545.981,165.2471067,1854.752893,7.612783857,6.259963035,6.936373446
L3.1.1.5,32759.60422,21680296.23,4.16E+07,1790871.369,168.8432958,1851.156704,7.619093331,6.253064393,6.936078862
L3.1.1.5,33456.61708,21905612.49,4.20E+07,1762804.219,172.4394848,1847.560515,7.62324929,6.246204081,6.934726686
L3.1.1.5,34153.62993,22246598.36,4.28E+07,1710860.142,176.0356739,1843.964326,7.631443769,6.233214509,6.932329139
L3.1.1.5,34850.64279,22441452.28,4.32E+07,1674425.44,179.6318629,1840.368137,7.635483747,6.223865814,6.92967478
L3.1.1.5,35547.65564,22787656.71,4.39E+07,1636354.569,183.228052,1836.771948,7.64246452,6.213877413,6.928170967
L3.1.1.5,36244.6685,23219592.23,4.48E+07,1598091.637,186.824241,1833.175759,7.651278014,6.203601679,6.927439846
L3.1.1.5,36941.68135,23464461.77,4.54E+07,1561596.806,190.4204301,1829.57957,7.657055853,6.193568912,6.925312382
L3.1.1.5,37638.69421,23701261.09,4.59E+07,1525218.451,194.0166191,1825.983381,7.661812686,6.18333205,6.922572368
L3.1.1.5,38335.70707,23868420.74,4.63E+07,1475950.524,197.6128082,1822.387192,7.665580991,6.1690718,6.917326395
L3.1.1.5,39032.71992,24100767.92,4.68E+07,1441895.074,201.2089973,1818.791003,7.670245853,6.158933658,6.914589756
L3.1.1.5,39729.73278,24401191.52,4.74E+07,1405940.922,204.8051863,1815.194814,7.675778342,6.147967072,6.911872707
L3.1.1.5,40426.74563,24640643.45,4.79E+07,1366155.002,208.4013754,1811.598625,7.680335513,6.135499977,6.907917745
L3.1.1.5,41123.75849,24854751.99,4.84E+07,1318839.721,211.953167,1808.046833,7.684845362,6.120192019,6.90251869
L3.1.1.5,41820.77134,25040612.09,4.88E+07,1266603.052,215.5493561,1804.450644,7.688419822,6.10264053,6.895530176
L3.1.1.5,42517.7842,25339738.38,4.95E+07,1226604.792,219.1455451,1800.854455,7.694605199,6.088704657,6.891654928
L3.1.1.5,43214.79706,25564015.59,4.99E+07,1192876.188,222.7417342,1797.258266,7.698100546,6.076595369,6.887347957
L3.1.1.5,43911.80991,25867134.95,5.06E+07,1155428.546,226.3379232,1793.662077,7.704150517,6.062743093,6.883446805
L3.1.1.5,44608.82277,26124784.5,5.11E+07,1120445.296,229.9341123,1790.065888,7.7084209,6.049390658,6.878905779
L3.1.1.5,45305.83562,26373888.1,5.17E+07,1096358.649,233.5303013,1786.469699,7.713490543,6.039952647,6.876721595
L3.1.1.5,46002.84848,26592005.12,5.21E+07,1072315.659,237.1264904,1782.87351,7.716837723,6.030322648,6.873580186
L3.1.1.5,46699.86133,26759560.06,5.25E+07,1040761.666,240.7226794,1779.277321,7.720159303,6.017351288,6.868755296
L3.1.1.5,47396.87419,26983675.61,5.30E+07,1007505.464,244.3188685,1775.681132,7.72427587,6.00324741,6.86376164
L3.1.1.5,48093.88705,27219956.87,5.35E+07,983146.8167,247.9150575,1772.084942,7.728353782,5.992618377,6.86048608
L3.1.1.5,48790.8999,27368872.37,5.38E+07,954382.8186,251.5112466,1768.488753,7.730782276,5.979722612,6.855252444
L3.1.1.5,49487.91276,27583859.57,5.43E+07,909693.8837,255.1074356,1764.892564,7.73479983,5.958895275,6.846847552
L3.1.1.5,50184.92561,27742397.66,5.46E+07,859573.892,258.6592273,1761.340773,7.737192643,5.934283216,6.835737929
L3.1.1.5,50881.93847,27971456.83,5.51E+07,810489.973,262.2554163,1757.744584,7.741151599,5.908747646,6.824949623
L3.1.1.5,51578.95132,28049128.98,5.53E+07,763009.0667,265.8516054,1754.148395,7.742725131,5.882529699,6.812627415
L3.1.1.5,52275.96418,28367840.11,5.60E+07,686680.3184,269.4477944,1750.552206,7.748188027,5.8367546,6.792471313
L3.1.1.5,52972.97704,28733962.36,5.68E+07,635903.0006,273.0439835,1746.956017,7.754348336,5.803390874,6.778869605
L3.1.1.5,53669.98989,28796304.83,5.71E+07,528887.9082,276.6401725,1743.359827,7.756636108,5.723363638,6.739999873
L3.1.1.5,54367.00275,28913626.01,5.74E+07,466371.9747,280.2363616,1739.763638,7.758911892,5.668732445,6.713822169
L3.1.1.5,55064.0156,29023350.03,5.76E+07,421598.5276,283.8325506,1736.167449,7.760422483,5.624899085,6.692660784
L3.1.1.5,55761.02846,29359822.61,5.83E+07,383492.0485,287.4287397,1732.57126,7.765668555,5.583756364,6.674712459
L3.1.1.5,56458.04131,29545292.24,5.87E+07,347757.9078,291.0249287,1728.975071,7.768638101,5.541277014,6.654957558
L3.1.1.5,57155.05417,29729732.04,5.91E+07,311811.9332,294.6211178,1725.378882,7.771587481,5.493892732,6.632740106
L3.1.1.5,57852.06703,29924907.1,5.95E+07,302901.2709,298.2173068,1721.782693,7.774516966,5.481301096,6.627909031
L3.1.1.5,58549.07988,30109205.89,5.99E+07,285764.3045,301.8134959,1718.186504,7.777426822,5.456007979,6.616717401
L3.1.1.5,59246.09274,30355525.86,6.04E+07,265902.2659,305.3652875,1714.634712,7.781036939,5.424722038,6.602879488
L3.1.1.5,59943.10559,30500438.14,6.07E+07,252928.432,308.9614766,1711.038523,7.783188691,5.402997652,6.593093171
L3.1.1.5,60640.11845,30719976.93,6.12E+07,244910.7546,312.5576656,1707.442334,7.786751422,5.389007856,6.587879639
L3.1.1.5,61337.1313,30955073.35,6.17E+07,237399.5563,316.1538547,1703.846145,7.790285164,5.375479903,6.582882533
L3.1.1.5,62034.14416,31114428.99,6.20E+07,228975.3224,319.7500437,1700.249956,7.792391689,5.359788679,6.576090184
L3.1.1.5,62731.15702,31286644.94,6.23E+07,223727.7533,323.3462328,1696.653767,7.794488047,5.349719861,6.572103954
L3.1.1.5,63428.16987,31490185.07,6.28E+07,220588.9252,326.9424218,1693.057578,7.797959644,5.343583705,6.570771674
L3.1.1.5,64125.18273,31541366.63,6.29E+07,216688.8882,330.5386109,1689.461389,7.798650645,5.335836641,6.567243643
L3.1.1.5,64822.19558,31602230.1,6.30E+07,214016.4987,334.1347999,1685.8652,7.799340549,5.330447255,6.564893902
L3.1.1.5,65519.20844,31740590.36,6.33E+07,209773.4793,337.730989,1682.269011,7.80140371,5.321750581,6.561577146
L3.1.1.5,66216.22129,31899499.96,6.36E+07,205968.6667,341.327178,1678.672822,7.803457116,5.313801158,6.558629137
L3.1.1.5,66913.23415,31970521.49,6.37E+07,205002.6583,344.9233671,1675.076633,7.804139432,5.311759493,6.557949462
L3.1.1.5,67610.24701,31990267.57,6.38E+07,202432.769,348.5195561,1671.480444,7.804820679,5.306280816,6.555550747
L3.1.1.5,68307.25986,32086711.93,6.40E+07,199459.1386,352.0713478,1667.928652,7.806179974,5.299853939,6.553016957
L3.1.1.5,69004.27272,NaN,NaN,NaN,355.6675368,1664.332463,NaN,NaN,NaN
L3.1.1.6,0,13263232.27,2.63E+07,225050.841,0,2020,7.419955748,5.35228064,6.386118194
L3.1.1.6,1161.75927,13423159.14,2.62E+07,651023.0554,2.296532204,2017.703468,7.418301291,5.813596369,6.61594883
L3.1.1.6,2323.518539,14714664.95,2.83E+07,1151086.762,4.593064407,2015.406936,7.451786436,6.061108059,6.756447247
L3.1.1.6,3485.277809,16335807.75,3.09E+07,1722261.598,6.889596611,2013.110403,7.489958479,6.236099118,6.863028799
L3.1.1.6,4647.037079,17959985.94,3.36E+07,2297649.032,9.186128815,2010.813871,7.526339277,6.361283691,6.943811484
L3.1.1.6,5808.796348,19939226.96,3.71E+07,2746835.155,11.44306564,2008.556934,7.56937391,6.438832597,7.004103253
L3.1.1.6,6970.555618,21382306.81,3.98E+07,2996274.477,13.73959784,2006.260402,7.599883072,6.476581595,7.038232333
L3.1.1.6,8132.314887,22971036.26,4.28E+07,3124753.337,16.03613004,2003.96387,7.631443769,6.494815741,7.063129755
L3.1.1.6,9294.074157,24473447.56,4.57E+07,3216029.907,18.33266225,2001.667338,7.6599162,6.507320079,7.083618139
L3.1.1.6,10455.83343,25992625.46,4.87E+07,3283016.06,20.62919445,1999.370806,7.687528961,6.516273007,7.101900984
L3.1.1.6,11617.5927,27433303.49,5.15E+07,3325327.11,22.92572665,1997.074273,7.711807229,6.521834373,7.116820801
L3.1.1.6,12779.35197,29166064.26,5.50E+07,3351518.179,25.22225886,1994.777741,7.740362689,6.525241579,7.132802134
L3.1.1.6,13941.11124,30413402.35,5.75E+07,3368299.483,27.51879106,1992.481209,7.759667845,6.527410699,7.143539272
L3.1.1.6,15102.87051,31815534.87,6.02E+07,3393115.244,29.81532326,1990.184677,7.779596491,6.53059861,7.155097551
L3.1.1.6,16264.62977,33442251.85,6.35E+07,3413082.301,32.11185547,1987.888145,7.802773725,6.533146761,7.167960243
L3.1.1.6,17426.38904,34510717.77,6.56E+07,3425693.952,34.36879229,1985.631208,7.816903839,6.534748561,7.1758262
L3.1.1.6,18588.14831,36179033.93,6.89E+07,3425693.952,36.66532449,1983.334676,7.838219222,6.534748561,7.186483891
L3.1.1.6,19749.90758,36758549.1,7.01E+07,3442823.698,38.9618567,1981.038143,7.845718018,6.536914784,7.191316401
L3.1.1.6,20911.66685,38204916.01,7.30E+07,3444490.68,41.2583889,1978.741611,7.86332286,6.537125014,7.200223937
L3.1.1.6,22073.42612,39220745.65,7.50E+07,3451855.615,43.5549211,1976.445079,7.875061263,6.538052622,7.206556943
L3.1.1.6,23235.18539,40073046.33,7.67E+07,3451081.26,45.85145331,1974.148547,7.884795364,6.537955185,7.211375275
L3.1.1.6,24396.94466,41030467.92,7.86E+07,3454053.764,48.14798551,1971.852014,7.895422546,6.538329093,7.21687582
L3.1.1.6,25558.70393,41800694.75,8.02E+07,3451081.26,50.44451771,1969.555482,7.904174368,6.537955185,7.221064777
L3.1.1.6,26720.4632,42570178.61,8.17E+07,3451855.615,52.74104992,1967.25895,7.912222057,6.538052622,7.225137339
L3.1.1.6,27882.22247,43236360.45,8.30E+07,3453587.142,55.03758212,1964.962418,7.919078092,6.538270419,7.228674256
L3.1.1.6,29043.98174,43682384.66,8.39E+07,3456336.592,57.29451894,1962.705481,7.923761961,6.538616029,7.231188995
L3.1.1.6,30205.74101,44361294.94,8.53E+07,3455455.307,59.59105115,1960.408949,7.930949031,6.53850528,7.234727156
L3.1.1.6,31367.50028,45342388.75,8.72E+07,3454241.046,61.88758335,1958.112417,7.940516485,6.53835264,7.239434563
L3.1.1.6,32529.25955,45819228.58,8.82E+07,3445384.123,64.18411555,1955.815884,7.945468585,6.537237648,7.241353117
L3.1.1.6,33691.01882,46355287.67,8.93E+07,3444411.84,66.48064776,1953.519352,7.950851459,6.537115073,7.243983266
L3.1.1.6,34852.77809,47287381.4,9.11E+07,3429393.281,68.77717996,1951.22282,7.959518377,6.535217293,7.247367835
L3.1.1.6,36014.53736,47835382.81,9.23E+07,3417756.589,71.07371216,1948.926288,7.965201701,6.533741129,7.249471415
L3.1.1.6,37176.29663,48105053.02,9.28E+07,3419505.157,73.37024437,1946.629756,7.967547976,6.533963263,7.25075562
L3.1.1.6,38338.0559,48250973.55,9.31E+07,3417756.589,75.66677657,1944.333223,7.968949681,6.533741129,7.251345405
L3.1.1.6,39499.81517,48601955.45,9.38E+07,3410630.906,77.96330878,1942.036691,7.972202838,6.532834723,7.252518781
L3.1.1.6,40661.57444,48907187.72,9.44E+07,3392313.753,80.2202456,1939.779754,7.974971994,6.530496013,7.252734004
L3.1.1.6,41823.33371,49243640.15,9.51E+07,3375144.322,82.5167778,1937.483222,7.978180517,6.528292348,7.253236433
L3.1.1.6,42985.09298,49885117.12,9.64E+07,3363082.248,84.81331,1935.18669,7.984077034,6.526737489,7.255407261
L3.1.1.6,44146.85225,50577597,9.78E+07,3337829.575,87.10984221,1932.890158,7.990338855,6.523464158,7.256901507
L3.1.1.6,45308.61152,50906088.64,9.85E+07,3326786.219,89.40637441,1930.593626,7.99343623,6.522024894,7.257730562
L3.1.1.6,46470.37079,51376669.32,9.95E+07,3297365.676,91.70290662,1928.297093,7.997823081,6.518167113,7.257995097
L3.1.1.6,47632.13005,51800096.16,1.00E+08,3257807.782,93.99943882,1926.000561,8,6.512925456,7.256462728
L3.1.1.6,48793.88932,52443677.37,1.02E+08,3211173.322,96.29597102,1923.704029,8.008600172,6.506663747,7.257631959
L3.1.1.6,49955.64859,52742780.48,1.02E+08,3162840.671,98.59250323,1921.407497,8.008600172,6.500077315,7.254338743
L3.1.1.6,51117.40786,53118862.15,1.03E+08,3100770.383,100.84944,1919.15056,8.012837225,6.491469607,7.252153416
L3.1.1.6,52279.16713,53354129.07,1.04E+08,3013607.052,103.1459723,1916.854028,8.017033339,6.479086623,7.248059981
L3.1.1.6,53440.9264,53564994.68,1.04E+08,2894471.257,105.4425045,1914.557496,8.017033339,6.461569241,7.23930129
L3.1.1.6,54602.68567,53951605.13,1.05E+08,2781705.593,107.7390367,1912.260963,8.021189299,6.444311164,7.232750231
L3.1.1.6,55764.44494,54013554.85,1.05E+08,2628937.217,110.0355689,1909.964431,8.021189299,6.419780215,7.220484757
L3.1.1.6,56926.20421,54090179.31,1.06E+08,2388514.335,112.3321011,1907.667899,8.025305865,6.378127852,7.201716859
L3.1.1.6,58087.96348,54036931.47,1.06E+08,2137225.12,114.6286333,1905.371367,8.025305865,6.32985027,7.177578068
L3.1.1.6,59249.72275,53904842.1,1.06E+08,1767352.149,116.9251655,1903.074835,8.025305865,6.247323092,7.136314479
L3.1.1.6,60411.48202,53959155.09,1.06E+08,1426308.998,119.2216977,1900.778302,8.025305865,6.154213622,7.089759744
L3.1.1.6,61573.24129,53914337.78,1.07E+08,1164925.041,121.5182299,1898.48177,8.029383778,6.066297981,7.047840879
L3.1.1.6,62735.00056,53896197.8,1.07E+08,925189.5906,123.7751667,1896.224833,8.029383778,5.966230738,6.997807258
L3.1.1.6,63896.75983,53843238.31,1.07E+08,744273.2054,126.0716989,1893.928301,8.029383778,5.871732384,6.950558081
L3.1.1.6,65058.5191,54248956.7,1.08E+08,651356.7632,128.3682311,1891.631769,8.033423755,5.813818927,6.923621341
L3.1.1.6,66220.27837,54300439.53,1.08E+08,606385.9967,130.6647633,1889.335237,8.033423755,5.782749164,6.90808646
L3.1.1.6,67382.03764,54417077.28,1.08E+08,557879.2179,132.9612955,1887.038704,8.033423755,5.746540183,6.889981969
L3.1.1.6,68543.79691,54586896.2,1.09E+08,533135.6769,135.2578277,1884.742172,8.037426498,5.726837746,6.882132122
L3.1.1.6,69705.55618,54740982.99,1.09E+08,495181.8666,137.5543599,1882.44564,8.037426498,5.694764733,6.866095615
L3.1.1.6,70867.31545,54936597.71,1.09E+08,478587.5604,139.8508921,1880.149108,8.037426498,5.679961406,6.858693952
L3.1.1.6,72029.07472,55038214.97,1.10E+08,458244.7425,142.1474243,1877.852576,8.041392685,5.661097491,6.851245088
L3.1.1.6,73190.83399,55500676.72,1.11E+08,447018.9536,144.4439565,1875.556043,8.045322979,5.650325938,6.847824458
L3.1.1.6,74352.59326,55699915.6,1.11E+08,431805.5542,146.7008934,1873.299107,8.045322979,5.635288224,6.840305602
L3.1.1.6,75514.35253,55743263.22,1.11E+08,423216.4971,148.9974256,1871.002574,8.045322979,5.626562588,6.835942784
L3.1.1.6,76676.1118,55919558.24,1.11E+08,415333.7785,151.2939578,1868.706042,8.045322979,5.618397253,6.831860116
L3.1.1.6,77837.87106,56101854.36,1.12E+08,410538.6419,153.59049,1866.40951,8.049218023,5.613354041,6.831286032
L3.1.1.6,78999.63033,56242183.96,1.12E+08,401322.4418,155.8870222,1864.112978,8.049218023,5.603493446,6.826355734
L3.1.1.6,80161.3896,56247266.4,1.12E+08,393612.3101,158.1835544,1861.816446,8.049218023,5.595068672,6.822143348
L3.1.1.6,81323.14887,56457081.1,1.13E+08,386854.2438,160.4800866,1859.519913,8.053078443,5.587547365,6.820312904
L3.1.1.6,82484.90814,56583722.75,1.13E+08,381331.077,162.7766188,1857.223381,8.053078443,5.5813022,6.817190322
L3.1.1.6,83646.66741,56763120.36,1.13E+08,376827.3806,165.073151,1854.926849,8.053078443,5.576142451,6.814610447
L3.1.1.6,84808.42668,56909886.18,1.13E+08,370580.7149,167.3696832,1852.630317,8.053078443,5.568882815,6.810980629
L3.1.1.6,85970.18595,57176246.02,1.14E+08,368267.3521,169.62662,1850.37338,8.056904851,5.566163219,6.811534035
L3.1.1.6,87131.94522,57211482.3,1.14E+08,365241.9172,171.9231522,1848.076848,8.056904851,5.562580614,6.809742733
L3.1.1.6,88293.70449,57212527.96,1.14E+08,365241.9172,174.2196844,1845.780316,8.056904851,5.562580614,6.809742733
L3.1.1.6,89455.46376,57317205.42,1.14E+08,354809.8366,176.5162166,1843.483783,8.056904851,5.549995652,6.803450251
L3.1.1.6,90617.22303,57470073.65,1.15E+08,352104.6487,178.8127488,1841.187251,8.06069784,5.546671759,6.8036848
L3.1.1.6,91778.9823,57502396.76,1.15E+08,340762.6239,181.109281,1838.890719,8.06069784,5.532451954,6.796574897
L3.1.1.6,92940.74157,57542698.32,1.15E+08,332480.8788,183.4058132,1836.594187,8.06069784,5.521766674,6.791232257
L3.1.1.6,94102.50084,57638443.27,1.15E+08,329807.5552,185.7023454,1834.297655,8.06069784,5.5182606,6.78947922
L3.1.1.6,95264.26011,57805972.83,1.15E+08,327283.3146,187.9988776,1832.001122,8.06069784,5.514923865,6.787810853
L3.1.1.6,96426.01938,58070467.85,1.16E+08,312784.1736,190.2954098,1829.70459,8.064457989,5.49524477,6.77985138
L3.1.1.6,97587.77865,58723277.78,1.17E+08,308771.7937,192.5523467,1827.447653,8.068185862,5.489637621,6.778911741
L3.1.1.6,98749.53792,58814731.97,1.17E+08,291977.7049,194.8488789,1825.151121,8.068185862,5.46534969,6.766767776
L3.1.1.6,99911.29719,58895224.33,1.18E+08,284467.9338,197.1454111,1822.854589,8.071882007,5.454033318,6.762957663
L3.1.1.6,101073.0565,58890824.42,1.18E+08,275668.1231,199.4419433,1820.558057,8.071882007,5.440386549,6.756134278
L3.1.1.6,102234.8157,59095453.79,1.18E+08,259329.9472,201.7384755,1818.261525,8.071882007,5.413852672,6.742867339
L3.1.1.6,103396.575,59107310.04,1.18E+08,240179.1551,204.0350077,1815.964992,8.071882007,5.380535313,6.72620866
L3.1.1.6,104558.3343,59304440.1,1.18E+08,231905.4882,206.3315399,1813.66846,8.071882007,5.365311027,6.718596517
L3.1.1.6,105720.0935,59383901.55,1.19E+08,203816.2445,208.6280721,1811.371928,8.075546961,5.309238795,6.692392878
L3.1.1.6,106881.8528,59715693.04,1.19E+08,172743.316,210.9246043,1809.075396,8.075546961,5.237401252,6.656474107
L3.1.1.6,108043.6121,59792407.4,1.19E+08,141612.078,213.1815411,1806.818459,8.075546961,5.151100296,6.613323629
L3.1.1.6,109205.3713,60113364.48,1.20E+08,124564.7873,215.4780733,1804.521927,8.079181246,5.095395291,6.587288268
L3.1.1.6,110367.1306,60348234.04,1.21E+08,106950.8744,217.7746055,1802.225394,8.08278537,5.02918434,6.555984855
L3.1.1.6,111528.8899,60406701.83,1.21E+08,97608.20228,220.0711377,1799.928862,8.08278537,4.989486314,6.536135842
L3.1.1.6,112690.6492,60626118.16,1.21E+08,88680.94795,222.3676699,1797.63233,8.08278537,4.947830327,6.515307849
L3.1.1.6,113852.4084,60623311.8,1.21E+08,83068.22109,224.6642021,1795.335798,8.08278537,4.91943491,6.50111014
L3.1.1.6,115014.1677,NaN,NaN,NaN,226.9607343,1793.039266,NaN,NaN,NaN
other,0,155031.436180941,4739108.994,19013.11311,0,2020,6.675696697,4.279053232,5.19041977
other,646.1612494,815437.3402406147,6141090.939,207232.6568,6.001161293,2013.998839,6.788245529,5.316458195,5.911390595
other,1292.322499,1778815.7584751903,8699858.123,440269.6424,12.05111251,2007.948887,6.93951217,5.643718741,6.250130968
other,1938.483748,2880214.036700447,1.12E+07,716851.2688,18.05227381,2001.947726,7.049218023,5.855429058,6.459424763
other,2584.644998,3767963.2432461884,1.33E+07,975757.952,24.0534351,1995.946565,7.123851641,5.989342099,6.576106658
other,3230.806247,4438951.024353999,1.52E+07,1276931.91,30.10338632,1989.896614,7.181843588,6.10616774,6.647280353
other,3876.967496,4926074.270802324,1.72E+07,1540657.745,36.10454762,1983.895452,7.235528447,6.187706172,6.692500955
other,4523.128746,5318036.964481782,1.90E+07,1782450.515,42.10570891,1977.894291,7.278753601,6.251017482,6.725751352
other,5169.289995,5678385.988431111,2.07E+07,1968813.759,48.15566013,1971.84434,7.315970345,6.294204636,6.75422491
other,5815.451245,5947446.543862299,2.27E+07,2101296.895,54.15682142,1965.843179,7.356025857,6.322487419,6.774330547
other,6461.612494,6184447.27979244,2.45E+07,2216207.465,60.15798272,1959.842017,7.389166084,6.345610413,6.791300892
other,7107.773743,6411429.775961512,2.59E+07,2301688.576,66.20793394,1953.792066,7.413299764,6.362046562,6.80695489
other,7753.934993,6602336.742150333,2.74E+07,2366603.192,72.20909523,1947.790905,7.437750563,6.374125446,6.819697671
other,8400.096242,6754866.949297956,2.88E+07,2405947.739,78.21025652,1941.789743,7.459392488,6.38128619,6.829616799
other,9046.257491,6912305.949137013,3.02E+07,2455336.483,84.26020775,1935.739792,7.480006943,6.390111017,6.839622952
other,9692.418741,7046941.454139483,3.13E+07,2479163.308,90.26136904,1929.738631,7.495544338,6.394305136,6.848000663
other,10338.57999,7173438.381887524,3.25E+07,2506970.961,96.26253033,1923.73747,7.511883361,6.399149303,6.855727372
other,10984.74124,7256629.636424175,3.38E+07,2513397.59,102.3124816,1917.687518,7.5289167,6.400261194,6.860734958
other,11630.90249,7355571.144386843,3.51E+07,2520145.588,108.3136428,1911.686357,7.545307116,6.401425631,6.8666164
other,12277.06374,7453689.292621836,3.61E+07,2525645.377,114.3148041,1905.685196,7.557507202,6.402372372,6.872371285
other,12923.22499,7524404.9918691665,3.74E+07,2530613.385,120.3647554,1899.635245,7.572871602,6.403225801,6.876472163
other,13569.38624,7575382.822850487,3.86E+07,2538996.948,126.3659167,1893.634083,7.586587305,6.404662179,6.879404585
other,14215.54749,7637316.636929919,3.99E+07,2542495.89,132.3670779,1887.632922,7.600972896,6.40526026,6.882940796
other,14861.70874,7689708.107296474,4.10E+07,2541866.195,138.4170292,1881.582971,7.612783857,6.405152685,6.885909855
other,15507.86999,7755367.598740947,4.22E+07,2538955.238,144.4181905,1875.58181,7.625312451,6.404655044,6.889602388
other,16154.03123,7796820.385646662,4.38E+07,2538548.263,150.4193518,1869.580648,7.641474111,6.404585425,6.89191753
other,16800.19248,7850362.251169753,4.53E+07,2538996.948,156.469303,1863.530697,7.656098202,6.404662179,6.894889698
other,17446.35373,7894317.284494497,4.66E+07,2538955.238,162.4704643,1857.529536,7.668385917,6.404655044,6.897314577
other,18092.51498,7925987.477477532,4.75E+07,2538996.948,168.4716256,1851.528374,7.67669361,6.404662179,6.899053382
other,18738.67623,7954340.940198517,4.86E+07,2538996.948,174.5215768,1845.478423,7.686636269,6.404662179,6.900604202
other,19384.83748,7966292.0190188,4.98E+07,2538996.948,180.5227381,1839.477262,7.697229343,6.404662179,6.901256222
other,20030.99873,7991281.126393898,5.09E+07,2538081.69,186.5726893,1833.427311,7.706717782,6.404505596,6.902616409
other,20677.15998,8005654.3275493635,5.17E+07,2535640.13,192.5738506,1827.426149,7.713490543,6.404087616,6.903396834
other,21323.32123,8022182.374734843,5.25E+07,2530790.282,198.5750119,1821.424988,7.720159303,6.403256158,6.904292531
other,21969.48248,8033302.157506947,5.35E+07,2529463.773,204.6249631,1815.375037,7.728353782,6.403028464,6.904894102
other,22615.64373,8044578.527915982,5.45E+07,2514548.532,210.6261244,1809.373876,7.736396502,6.400460022,6.905503295
other,23261.80498,8048094.776086101,5.60E+07,2506753.793,216.6272857,1803.372714,7.748188027,6.399111681,6.905693082
other,23907.96623,8063311.713138357,5.70E+07,2493800.689,222.6772369,1797.322763,7.755874856,6.396861741,6.906513449
other,24554.12748,8069686.625009159,5.80E+07,2488152.097,228.6783982,1791.321602,7.763427994,6.395876925,6.90685667
other,25200.28873,8079196.855963453,5.91E+07,2479074.993,234.6795595,1785.320441,7.771587481,6.394289665,6.90736819
other,25846.44998,8083447.920831112,5.98E+07,2472909.86,240.7295107,1779.270489,7.776701184,6.393208286,6.907596645
other,26492.61123,8090135.626862877,6.02E+07,2463355.002,246.730672,1773.269328,7.779596491,6.391527004,6.907955802
other,27138.77247,8092027.461627417,6.10E+07,2449627.766,252.7318333,1767.268167,7.785329835,6.389100096,6.908057348
other,27784.93372,8097702.411200012,6.18E+07,2439275.396,258.7817845,1761.218215,7.790988475,6.387260835,6.908361812
other,28431.09497,8103612.024242332,6.34E+07,2435274.39,264.7829458,1755.217054,7.802089258,6.386547902,6.90867864
other,29077.25622,8118868.307726775,6.42E+07,2425453.107,270.7841071,1749.215893,7.807535028,6.384792883,6.909495497
other,29723.41747,8119330.040257843,6.52E+07,2421221.945,276.8340583,1743.165942,7.814247596,6.384034602,6.909520195
other,30369.57872,8127477.164241337,6.56E+07,2405510.447,282.8352196,1737.16478,7.816903839,6.381207247,6.909955758
other,31015.73997,8125639.841693228,6.65E+07,2390824.836,288.8363809,1731.163619,7.822821645,6.378547759,6.909857569
other,31661.90122,8122750.471899441,6.71E+07,2376815.132,294.8863321,1725.113668,7.82672252,6.375995404,6.909703112
other,32308.06247,8122750.471899441,6.82E+07,2371289.242,300.8874934,1719.112507,7.833784375,6.374984531,6.909703112
other,32954.22372,8122750.471899441,6.95E+07,2367619.084,306.8886547,1713.111345,7.841984805,6.374311832,6.909703112
other,33600.38497,8125639.841693228,7.06E+07,2364825.75,312.938606,1707.061394,7.848804701,6.373799146,6.909857569
