sublineage,time,mean,upper,lower,time_correct,year,upper_log,lower_log,log
L3.1.1.3,6337.182875,177144952.4,3.52E+08,1885541.591,53.17298009,1966.82702,8.546542663,6.275436116,7.41098939
L3.1.1.3,6913.290409,177188908.6,3.52E+08,1973454.066,58.00688737,1961.993113,8.546542663,6.295227022,7.420884843
L3.1.1.3,7489.397943,177219042.8,3.52E+08,2033722.525,62.79096056,1957.209039,8.546542663,6.308291699,7.427417181
L3.1.1.3,8065.505478,177252957.7,3.52E+08,2101552.287,67.62486784,1952.375132,8.546542663,6.3225402,7.434541432
L3.1.1.3,8641.613012,177280406.6,3.52E+08,2156449.992,72.45877512,1947.541225,8.546542663,6.333739391,7.440141027
L3.1.1.3,9217.720546,177204193,3.52E+08,2203233.387,77.2926824,1942.707318,8.546542663,6.343060504,7.444801584
L3.1.1.3,9793.82808,177234240.1,3.52E+08,2263327.531,82.12658968,1937.87341,8.546542663,6.354747406,7.450645035
L3.1.1.3,10369.93561,177256070.7,3.52E+08,2306988.688,86.96049697,1933.039503,8.546542663,6.363045465,7.454794064
L3.1.1.3,10946.04315,177279695.2,3.52E+08,2354237.787,91.79440425,1928.205596,8.546542663,6.371850326,7.459196495
L3.1.1.3,11522.15068,177296600.1,3.52E+08,2388047.632,96.62831153,1923.371688,8.546542663,6.378042985,7.462292824
L3.1.1.3,12098.25822,177306305.6,3.52E+08,2407458.656,101.4622188,1918.537781,8.546542663,6.381558838,7.464050751
L3.1.1.3,12674.36575,177317429.1,3.52E+08,2429705.509,106.2961261,1913.703874,8.546542663,6.385553638,7.466048151
L3.1.1.3,13250.47328,177317674.4,3.52E+08,2430196.108,111.1300334,1908.869967,8.546542663,6.385641321,7.466091992
L3.1.1.3,13826.58082,177324527.3,3.52E+08,2443901.885,115.9639407,1904.036059,8.546542663,6.388083766,7.467313215
L3.1.1.3,14402.68835,177323044.4,3.52E+08,2443901.885,120.7978479,1899.202152,8.546542663,6.388083766,7.467313215
L3.1.1.3,14978.79589,177325544.7,3.52E+08,2448902.407,125.6317552,1894.368245,8.546542663,6.388971478,7.467757071
L3.1.1.3,15554.90342,176152889.5,3.50E+08,2438520.946,130.4656625,1889.534338,8.544068044,6.38712649,7.465597267
L3.1.1.3,16131.01096,176144830,3.50E+08,2422402.129,135.2995698,1884.70043,8.544068044,6.38424624,7.464157142
L3.1.1.3,16707.11849,176121950.4,3.50E+08,2404607.054,140.1334771,1879.866523,8.544068044,6.381044117,7.462556081
L3.1.1.3,17283.22602,176111730.5,3.50E+08,2384167.407,144.9673843,1875.032616,8.544068044,6.377336747,7.460702395
L3.1.1.3,17859.33356,175922832.1,3.49E+08,2354237.787,149.8012916,1870.198708,8.542825427,6.371850326,7.457337877
L3.1.1.3,18435.44109,175870148.4,3.49E+08,2309809.491,154.6351989,1865.364801,8.542825427,6.363576162,7.453200794
L3.1.1.3,19011.54863,175850256.7,3.49E+08,2270026.111,159.4691062,1860.530894,8.542825427,6.356030853,7.44942814
L3.1.1.3,19587.65616,175837955.5,3.49E+08,2245423.856,164.3030135,1855.696987,8.542825427,6.351298332,7.44706188
L3.1.1.3,20163.76369,175819462.5,3.49E+08,2208437.816,169.1369207,1850.863079,8.542825427,6.344085175,7.443455301
L3.1.1.3,20739.87123,175445721.1,3.49E+08,2177327.824,173.970828,1846.029172,8.542825427,6.337923822,7.440374625
L3.1.1.3,21315.97876,175430613.1,3.49E+08,2147111.922,178.8047353,1841.195265,8.542825427,6.331854683,7.437340055
L3.1.1.3,21892.0863,175409311.8,3.49E+08,2104509.286,183.6386426,1836.361357,8.542825427,6.323150846,7.432988137
L3.1.1.3,22468.19383,175396203.8,3.49E+08,2078293.273,188.4227158,1831.577284,8.542825427,6.317706832,7.430266129
L3.1.1.3,23044.30136,175385663.5,3.49E+08,2057212.647,193.2566231,1826.743377,8.542825427,6.313279186,7.428052306
L3.1.1.3,23620.4089,175374398.8,3.49E+08,2034683.232,198.0905303,1821.90947,8.542825427,6.308496806,7.425661117
L3.1.1.3,24196.51643,175364500,3.49E+08,2014885.651,202.9244376,1817.075562,8.542825427,6.304250404,7.423537916
L3.1.1.3,24772.62397,175351082.4,3.49E+08,1988050.394,207.7583449,1812.241655,8.542825427,6.298427389,7.420626408
L3.1.1.3,25348.7315,175346760.4,3.49E+08,1979406.516,212.5922522,1807.407748,8.542825427,6.296534996,7.419680211
L3.1.1.3,25924.83903,175344285.9,3.49E+08,1974457.517,217.4261595,1802.573841,8.542825427,6.295447794,7.41913661
L3.1.1.3,26500.94657,175339688.6,3.49E+08,1965262.87,222.2600667,1797.739933,8.542825427,6.293420649,7.418123038
L3.1.1.3,27077.0541,175328786.5,3.49E+08,1943458.723,227.093974,1792.906026,8.542825427,6.288575321,7.415700374
L3.1.1.3,27653.16164,175327633.4,3.49E+08,1941152.438,231.9278813,1788.072119,8.542825427,6.288059642,7.415442534
L3.1.1.3,28229.26917,175164242.2,3.48E+08,1941152.438,236.7617886,1783.238211,8.541579244,6.288059642,7.414819443
L3.1.1.3,28805.37671,175169847.8,3.48E+08,1952363.686,241.5956959,1778.404304,8.541579244,6.290560721,7.416069983
L3.1.1.3,29381.48424,175162476.4,3.48E+08,1937620.814,246.4296031,1773.570397,8.541579244,6.287268791,7.414424017
L3.1.1.3,29957.59177,175161010.6,3.48E+08,1934689.265,251.2635104,1768.73649,8.541579244,6.286611222,7.414095233
L3.1.1.3,30533.69931,175162481.8,3.48E+08,1937631.63,256.0974177,1763.902582,8.541579244,6.287271215,7.41442523
L3.1.1.3,31109.80684,175162476.4,3.48E+08,1937620.814,260.931325,1759.068675,8.541579244,6.287268791,7.414424017
L3.1.1.3,31685.91438,175081564.6,3.48E+08,1937926.771,265.7652323,1754.234768,8.541579244,6.287337362,7.414458303
L3.1.1.3,32262.02191,175054628,3.48E+08,1941152.438,270.5991396,1749.40086,8.541579244,6.288059642,7.414819443
L3.1.1.3,32838.12944,175059326.1,3.48E+08,1950548.717,275.4330468,1744.566953,8.541579244,6.290156802,7.415868023
L3.1.1.3,33414.23698,172546530.9,3.43E+08,1944559.743,280.2669541,1739.733046,8.53529412,6.288821291,7.412057705
L3.1.1.3,33990.34451,172545980.3,3.43E+08,1943458.723,285.1008614,1734.899139,8.53529412,6.288575321,7.411934721
L3.1.1.3,34566.45205,172548633.3,3.43E+08,1948764.699,289.9347687,1730.065231,8.53529412,6.289759404,7.412526762
L3.1.1.3,35142.55958,172550281.8,3.43E+08,1952061.709,294.768676,1725.231324,8.53529412,6.290493543,7.412893831
L3.1.1.3,35718.66711,172550432.8,3.43E+08,1952363.686,299.6025832,1720.397417,8.53529412,6.290560721,7.412927421
L3.1.1.3,36294.77465,171289682.8,3.41E+08,1963211.767,304.4364905,1715.563509,8.532754379,6.292967148,7.412860764
L3.1.1.3,36870.88218,171295305.7,3.41E+08,1974457.517,309.2703978,1710.729602,8.532754379,6.295447794,7.414101086
L3.1.1.3,37446.98972,171292872.7,3.41E+08,1969591.451,314.054471,1705.945529,8.532754379,6.294376151,7.413565265
L3.1.1.3,38023.09725,171296585.8,3.41E+08,1977017.793,318.8883783,1701.111622,8.532754379,6.296010578,7.414382478
L3.1.1.3,38599.20479,171284107.8,3.41E+08,1952061.709,323.7222856,1696.277714,8.532754379,6.290493543,7.411623961
L3.1.1.3,39175.31232,171289682.8,3.41E+08,1963211.767,328.5561928,1691.443807,8.532754379,6.292967148,7.412860764
L3.1.1.3,39751.41985,171290527.6,3.41E+08,1964901.382,333.3901001,1686.6099,8.532754379,6.293340758,7.413047569
L3.1.1.3,40327.52739,171284332.8,3.41E+08,1952511.771,338.2240074,1681.775993,8.532754379,6.290593661,7.41167402
L3.1.1.3,40903.63492,171287709.3,3.41E+08,1959264.75,343.0579147,1676.942085,8.532754379,6.292093125,7.412423752
L3.1.1.3,41479.74246,171229457.5,3.41E+08,1941152.438,347.891822,1672.108178,8.532754379,6.288059642,7.41040701
L3.1.1.3,42055.84999,170464974.3,3.39E+08,1934689.265,352.7257292,1667.274271,8.530199698,6.286611222,7.40840546
L3.1.1.3,42631.95752,170113034.8,3.38E+08,1915231.737,357.5596365,1662.440363,8.5289167,6.28222133,7.405569015
L3.1.1.3,43208.06506,169946065.1,3.38E+08,1894800.664,362.3935438,1657.606456,8.5289167,6.277563528,7.403240114
L3.1.1.3,43784.17259,169935145.1,3.38E+08,1872960.507,367.2274511,1652.772549,8.5289167,6.27252862,7.40072266
L3.1.1.3,44360.28013,169919497.4,3.38E+08,1841665.228,372.0613584,1647.938642,8.5289167,6.265210688,7.397063694
L3.1.1.3,44936.38766,169898683.8,3.38E+08,1800037.888,376.8952656,1643.104734,8.5289167,6.255281646,7.392099173
L3.1.1.3,45512.49519,169883966.6,3.38E+08,1770603.529,381.7291729,1638.270827,8.5289167,6.248121325,7.388519013
L3.1.1.3,46088.60273,169863293,3.38E+08,1729256.421,386.5630802,1633.43692,8.5289167,6.237859397,7.383388049
L3.1.1.3,46664.71026,169843410.8,3.38E+08,1689491.927,391.3969875,1628.603013,8.5289167,6.227756121,7.378336411
L3.1.1.3,47240.8178,169808435,3.38E+08,1619540.372,396.2308948,1623.769105,8.5289167,6.209391779,7.369154239
L3.1.1.3,47816.92533,169775780.5,3.38E+08,1554231.414,401.0648021,1618.935198,8.5289167,6.191515683,7.360216191
L3.1.1.3,48393.03287,169712623.1,3.38E+08,1427916.54,405.8987093,1614.101291,8.5289167,6.154702824,7.341809762
L3.1.1.3,48969.1404,169321373.7,3.37E+08,1343214.163,410.7326166,1609.267383,8.527629901,6.128145262,7.327887582
L3.1.1.3,49545.24793,169285114.1,3.37E+08,1270694.979,415.5665239,1604.433476,8.527629901,6.104041314,7.315835607
L3.1.1.3,50121.35547,169238514.9,3.37E+08,1177496.483,420.4004312,1599.599569,8.527629901,6.070959619,7.29929476
L3.1.1.3,50697.463,169200824.6,3.37E+08,1102115.862,425.2343385,1594.765662,8.527629901,6.042227253,7.284928577
L3.1.1.3,51273.57054,169162319.8,3.37E+08,1025106.283,430.0682457,1589.931754,8.527629901,6.010768895,7.269199398
L3.1.1.3,51849.67807,169138785.4,3.37E+08,978037.621,434.902153,1585.097847,8.527629901,5.990355561,7.258992731
L3.1.1.3,52425.7856,169114961.1,3.37E+08,930388.9497,439.6862262,1580.313774,8.527629901,5.968664544,7.248147222
L3.1.1.3,53001.89314,169091989.5,3.37E+08,884445.7379,444.5201335,1575.479867,8.527629901,5.946671193,7.237150547
L3.1.1.3,53578.00067,169071236.2,3.37E+08,842939.1431,449.3540408,1570.645959,8.527629901,5.925796221,7.226713061
L3.1.1.3,54154.10821,168403124.2,3.36E+08,824288.3421,454.1879481,1565.812052,8.526339277,5.916079158,7.221209218
L3.1.1.3,54730.21574,168353318.3,3.36E+08,785349.4408,459.0218553,1560.978145,8.526339277,5.895062939,7.210701108
L3.1.1.3,55306.32327,168338818,3.36E+08,756348.7265,463.8557626,1556.144237,8.526339277,5.87872208,7.202530679
L3.1.1.3,55882.43081,168326063.4,3.36E+08,730839.614,468.6896699,1551.31033,8.526339277,5.86382208,7.195080678
L3.1.1.3,56458.53834,168315334.9,3.36E+08,709382.5593,473.5235772,1546.476423,8.526339277,5.850880507,7.188609892
L3.1.1.3,57034.64588,168304128.8,3.36E+08,686970.3997,478.3574845,1541.642516,8.526339277,5.836938025,7.181638651
L3.1.1.4,0,247057827.5,4.89E+08,5219395.847,0,2020,8.689308859,6.717620236,7.703464547
L3.1.1.4,491.1136986,246272254.4,4.87E+08,5873709.361,3.306592205,2016.693408,8.687528961,6.768912453,7.728220707
L3.1.1.4,982.2273972,246037327.5,4.86E+08,6537139.44,6.659109301,2013.340891,8.686636269,6.815387749,7.751012009
L3.1.1.4,1473.341096,246287235,4.86E+08,6990379.247,9.965701505,2010.034298,8.686636269,6.844500738,7.765568504
L3.1.1.4,1964.454794,246470500.3,4.86E+08,7336721.927,13.27229371,2006.727706,8.686636269,6.865502059,7.776069164
L3.1.1.4,2455.568493,246596227.6,4.86E+08,7507533.077,16.62481081,2003.375189,8.686636269,6.875497254,7.781066762
L3.1.1.4,2946.682192,246644620.2,4.86E+08,7604318.334,19.93140301,2000.068597,8.686636269,6.881060289,7.783848279
L3.1.1.4,3437.79589,247011862.9,4.86E+08,7642524.459,23.23799522,1996.762005,8.686636269,6.883236837,7.784936553
L3.1.1.4,3928.909589,247021398,4.86E+08,7661594.547,26.59051231,1993.409488,8.686636269,6.884319165,7.785477717
L3.1.1.4,4420.023287,246678007.7,4.86E+08,7671093.231,29.89710452,1990.102895,8.686636269,6.884857261,7.785746765
L3.1.1.4,4911.136986,246645891.8,4.86E+08,7687504.926,33.20369672,1986.796303,8.686636269,6.885785407,7.786210838
L3.1.1.4,5402.250685,246649475.3,4.86E+08,7694671.976,36.55621382,1983.443786,8.686636269,6.886190111,7.78641319
L3.1.1.4,5893.364383,246649475.3,4.86E+08,7694671.976,39.86280602,1980.137194,8.686636269,6.886190111,7.78641319
L3.1.1.4,6384.478082,246693162.2,4.86E+08,7701402.213,43.21532312,1976.784677,8.686636269,6.886569805,7.786603037
L3.1.1.4,6875.59178,246652840.4,4.86E+08,7701402.213,46.52191532,1973.478085,8.686636269,6.886569805,7.786603037
L3.1.1.4,7366.705479,246852022.3,4.86E+08,7701402.213,49.82850753,1970.171492,8.686636269,6.886569805,7.786603037
L3.1.1.4,7857.819178,246853697.4,4.86E+08,7704752.52,53.18102462,1966.818975,8.686636269,6.886758694,7.786697481
L3.1.1.4,8348.932876,246855410.4,4.86E+08,7708178.558,56.48761683,1963.512383,8.686636269,6.886951766,7.786794018
L3.1.1.4,8840.046575,246853697.4,4.86E+08,7704752.52,59.79420903,1960.205791,8.686636269,6.886758694,7.786697481
L3.1.1.4,9331.160274,247042976.9,4.86E+08,7704752.52,63.14672613,1956.853274,8.686636269,6.886758694,7.786697481
L3.1.1.4,9822.273972,247042976.9,4.86E+08,7704752.52,66.45331833,1953.546682,8.686636269,6.886758694,7.786697481
L3.1.1.4,10313.38767,246853697.4,4.86E+08,7704752.52,69.75991054,1950.240089,8.686636269,6.886758694,7.786697481
L3.1.1.4,10804.50137,246694837.3,4.86E+08,7704752.52,73.11242763,1946.887572,8.686636269,6.886758694,7.786697481
L3.1.1.4,11295.61507,246648921.3,4.86E+08,7693563.942,76.41901984,1943.58098,8.686636269,6.886127568,7.786381918
L3.1.1.4,11786.72877,246645891.8,4.86E+08,7687504.926,79.72561204,1940.274388,8.686636269,6.885785407,7.786210838
L3.1.1.4,12277.84247,246635797.9,4.86E+08,7687504.926,83.07812914,1936.921871,8.686636269,6.885785407,7.786210838
L3.1.1.4,12768.95616,246628580.9,4.86E+08,7673071.083,86.38472134,1933.615279,8.686636269,6.884969222,7.785802745
L3.1.1.4,13260.06986,246626227.1,4.86E+08,7668363.298,89.69131355,1930.308686,8.686636269,6.88470268,7.785669475
L3.1.1.4,13751.18356,246623324.7,4.86E+08,7662558.547,93.04383064,1926.956169,8.686636269,6.884373806,7.785505038
L3.1.1.4,14242.29726,246622842.7,4.86E+08,7661594.547,96.35042285,1923.649577,8.686636269,6.884319165,7.785477717
L3.1.1.4,14733.41096,246075631.4,4.85E+08,7639836.045,99.65701505,1920.342985,8.685741739,6.883084038,7.784412889
L3.1.1.4,15224.52466,246062485.9,4.85E+08,7613544.892,103.0095321,1916.990468,8.685741739,6.881586913,7.783664326
L3.1.1.4,15715.63836,246052247.1,4.85E+08,7593067.468,106.3161244,1913.683876,8.685741739,6.880417259,7.783079499
L3.1.1.4,16206.75205,246033319.5,4.85E+08,7555212.225,109.6686414,1910.331359,8.685741739,6.878246668,7.781994203
L3.1.1.4,16697.86575,245618832.1,4.84E+08,7480750.289,112.9752337,1907.024766,8.684845362,6.873945158,7.77939526
L3.1.1.4,17188.97945,245588166.4,4.84E+08,7419418.868,116.2818259,1903.718174,8.684845362,6.87036989,7.777607626
L3.1.1.4,17680.09315,245947682.5,4.85E+08,7383938.097,119.634343,1900.365657,8.685741739,6.868288047,7.777014893
L3.1.1.4,18171.20685,246482105.8,4.86E+08,7359933.074,122.9409352,1897.059065,8.686636269,6.866873865,7.776755067
L3.1.1.4,18662.32055,246433690.5,4.86E+08,7283290.128,126.2475274,1893.752473,8.686636269,6.86232761,7.77448194
L3.1.1.4,19153.43425,246417506.6,4.86E+08,7250922.303,129.6000445,1890.399956,8.686636269,6.860393251,7.77351476
L3.1.1.4,19644.54794,246403276.2,4.86E+08,7222461.535,132.9066367,1887.093363,8.686636269,6.858685238,7.772660753
L3.1.1.4,20135.66164,246350171.8,4.86E+08,7096065.089,136.2132289,1883.786771,8.686636269,6.85101759,7.76882693
L3.1.1.4,20626.77534,246297526.4,4.86E+08,6990774.312,139.565746,1880.434254,8.686636269,6.844525282,7.765580775
L3.1.1.4,21117.88904,246307577.2,4.86E+08,6930232.231,142.8723382,1877.127662,8.686636269,6.840747788,7.763692029
L3.1.1.4,21609.00274,246420386.8,4.86E+08,6838131.302,146.1789304,1873.82107,8.686636269,6.834937436,7.760786852
L3.1.1.4,22100.11644,246362399,4.86E+08,6722155.738,149.5314475,1870.468553,8.686636269,6.82750857,7.75707242
L3.1.1.4,22591.23014,246291485.9,4.86E+08,6580329.397,152.8380397,1867.16196,8.686636269,6.818247634,7.752441952
L3.1.1.4,23082.34383,246060394.8,4.86E+08,6435867.488,156.1446319,1863.855368,8.686636269,6.808607094,7.747621681
L3.1.1.4,23573.45753,246164593.9,4.86E+08,6326545.493,159.497149,1860.502851,8.686636269,6.801166635,7.743901452
L3.1.1.4,24064.57123,245937782.6,4.86E+08,6190643.008,162.8037412,1857.196259,8.686636269,6.791735761,7.739186015
L3.1.1.4,24555.68493,246040621.1,4.86E+08,6078599.771,166.1103334,1853.889667,8.686636269,6.783803549,7.735219909
L3.1.1.4,25046.79863,245925627.2,4.86E+08,5848612.118,169.4628505,1850.53715,8.686636269,6.76705282,7.726844545
L3.1.1.4,25537.91233,245776297.1,4.86E+08,5549951.765,172.7694427,1847.230557,8.686636269,6.744289209,7.715462739
L3.1.1.4,26029.02603,245675245.3,4.86E+08,5347848.313,176.1219598,1843.87804,8.686636269,6.72817908,7.707407675
L3.1.1.4,26520.13972,245722540.1,4.86E+08,5063878.861,179.428552,1840.571448,8.686636269,6.704483308,7.695559789
L3.1.1.4,27011.25342,245737289.2,4.87E+08,4803778.824,182.7351442,1837.264856,8.687528961,6.681583003,7.684555982
L3.1.1.4,27502.36712,245639073.3,4.87E+08,4512519.307,186.0876613,1833.912339,8.687528961,6.654419073,7.670974017
L3.1.1.4,27993.48082,245538720.8,4.87E+08,4311814.39,189.3942535,1830.605747,8.687528961,6.634660058,7.661094509
L3.1.1.4,28484.59452,245397007.4,4.87E+08,4123215.231,192.7008457,1827.299154,8.687528961,6.615236005,7.651382483
L3.1.1.4,28975.70822,245170774,4.86E+08,3960346.685,196.0533628,1823.946637,8.686636269,6.597733205,7.642184737
L3.1.1.4,29466.82192,245093029.6,4.86E+08,3804857.81,199.359955,1820.640045,8.686636269,6.580338432,7.63348735
L3.1.1.4,29957.93561,245018611.2,4.86E+08,3656020.985,202.6665472,1817.333453,8.686636269,6.56300868,7.624822475
L3.1.1.4,30449.04931,245058927,4.87E+08,3447054.528,206.0190643,1813.980936,8.687528961,6.537448153,7.612488557
L3.1.1.4,30940.16301,245006372.2,4.87E+08,3341944.905,209.3256565,1810.674343,8.687528961,6.523999286,7.605764124
L3.1.1.4,31431.27671,244996961.6,4.87E+08,3228296.029,212.6322487,1807.367751,8.687528961,6.508973352,7.598251157
L3.1.1.4,31922.39041,244955953.9,4.87E+08,3146280.507,215.9847658,1804.015234,8.687528961,6.49779744,7.5926632
L3.1.1.4,32413.50411,244919442.4,4.87E+08,3073257.527,219.291358,1800.708642,8.687528961,6.487598954,7.587563958
L3.1.1.4,32904.61781,244873019.6,4.87E+08,2980411.856,222.5979502,1797.40205,8.687528961,6.474276282,7.580902622
L3.1.1.4,33395.73151,244851642.1,4.87E+08,2937656.854,225.9504673,1794.049533,8.687528961,6.468001065,7.577765013
L3.1.1.4,33886.8452,245209681.2,4.88E+08,2884604.379,229.2570595,1790.74294,8.688419822,6.460086258,7.57425304
L3.1.1.4,34377.9589,245512619.3,4.88E+08,2837072.462,232.5636517,1787.436348,8.688419822,6.452870428,7.570645125
L3.1.1.4,34869.0726,245494199.6,4.88E+08,2800233,235.9161688,1784.083831,8.688419822,6.447194169,7.567806996
L3.1.1.4,35360.1863,245626978,4.88E+08,2771011.194,239.222761,1780.777239,8.688419822,6.44263828,7.565529051
L3.1.1.4,35851.3,245612608.7,4.88E+08,2742272.507,242.5293532,1777.470647,8.688419822,6.43811061,7.563265216
L3.1.1.4,36342.4137,245601615.3,4.88E+08,2720285.766,245.8818703,1774.11813,8.688419822,6.434614529,7.561517176
L3.1.1.4,36833.5274,245418550.9,4.88E+08,2648935.606,249.1884625,1770.811537,8.688419822,6.423071401,7.555745611
L3.1.1.4,37324.64109,245398269.1,4.88E+08,2608372.098,252.5409796,1767.45902,8.688419822,6.416369546,7.552394684
L3.1.1.4,37815.75479,245533742,4.88E+08,2584539.058,255.8475718,1764.152428,8.688419822,6.4123831,7.550401461
L3.1.1.4,38306.86849,245515285.8,4.88E+08,2547626.662,259.154164,1760.845836,8.688419822,6.406135785,7.547277804
L3.1.1.4,38797.98219,245508063.2,4.88E+08,2533181.481,262.5066811,1757.493319,8.688419822,6.403666304,7.546043063
L3.1.1.4,39289.09589,245707890.1,4.89E+08,2519520.945,265.8132733,1754.186727,8.689308859,6.401317973,7.545313416
L3.1.1.4,39780.20959,245695239.5,4.89E+08,2494219.758,269.1198655,1750.880134,8.689308859,6.396934715,7.543121787
L3.1.1.4,40271.32329,245666898.9,4.89E+08,2437538.626,272.4723826,1747.527617,8.689308859,6.386951506,7.538130183
L3.1.1.4,40762.43698,245650338.6,4.89E+08,2404418.021,275.7789748,1744.221025,8.689308859,6.381009974,7.535159417
L3.1.1.4,41253.55068,245633334,4.89E+08,2370408.873,279.085567,1740.914433,8.689308859,6.374823264,7.532066062
L3.1.1.4,41744.66438,245618293.6,4.89E+08,2340328.038,282.4380841,1737.561916,8.689308859,6.369276736,7.529292797
L3.1.1.4,42235.77808,245879206.2,4.89E+08,2320988.693,285.7446763,1734.255324,8.689308859,6.365673025,7.527490942
L3.1.1.4,42726.89178,245866057.9,4.89E+08,2294692.057,289.0512685,1730.948731,8.689308859,6.360724412,7.525016636
L3.1.1.4,43218.00548,245557371.3,4.89E+08,2218483.432,292.4037856,1727.596214,8.689308859,6.34605619,7.517682524
L3.1.1.4,43709.11918,245194111.2,4.88E+08,2200056.323,295.7103778,1724.289622,8.688419822,6.342433799,7.515426811
L3.1.1.4,44200.23287,245526981.3,4.89E+08,2157703.405,299.01697,1720.98303,8.689308859,6.333991747,7.511650303
L3.1.1.4,44691.34657,245506347.6,4.89E+08,2116435.958,302.3694871,1717.630513,8.689308859,6.325605132,7.507456995
L3.1.1.4,45182.46027,245486886.4,4.89E+08,2077513.656,305.6760794,1714.323921,8.689308859,6.317543887,7.503426373
L3.1.1.4,45673.57397,245471121.6,4.89E+08,2045983.903,308.9826716,1711.017328,8.689308859,6.310902213,7.500105536
L3.1.1.4,46164.68767,245437949.7,4.89E+08,1979640.248,312.3351887,1707.664811,8.689308859,6.296586275,7.492947567
L3.1.1.4,46655.80137,245405835.2,4.89E+08,1915411.156,315.6417809,1704.358219,8.689308859,6.282262013,7.485785436
L3.1.1.4,47146.91507,245383570.9,4.89E+08,1870882.55,318.994298,1701.005702,8.689308859,6.272046524,7.480677692
L3.1.1.4,47638.02876,245616392.4,4.89E+08,1795361.12,322.3008902,1697.69911,8.689308859,6.254151816,7.471730338
L3.1.1.4,48129.14246,245608140.5,4.90E+08,1688255.638,325.6074824,1694.392518,8.69019608,6.227438209,7.458817144
L3.1.1.4,48620.25616,245549190.3,4.90E+08,1570355.382,328.9599995,1691.040001,8.69019608,6.195997947,7.443097014
L3.1.1.5,0,5425312.58,1.07E+07,154518.7299,0,2020,7.029383778,5.18898113,6.109182454
L3.1.1.5,697.0128557,5350204.907,1.04E+07,310007.8622,3.596189051,2016.403811,7.017033339,5.491372708,6.254203024
L3.1.1.5,1394.025711,5305808.163,1.02E+07,424060.0505,7.192378101,2012.807622,7.008600172,5.627427361,6.318013766
L3.1.1.5,2091.038567,5414015.794,1.03E+07,559356.9641,10.78856715,2009.211433,7.012837225,5.747689049,6.380263137
L3.1.1.5,2788.051423,5574804.528,1.04E+07,723867.7617,14.3847562,2005.615244,7.017033339,5.859659235,6.438346287
L3.1.1.5,3485.064279,5869225.623,1.09E+07,875955.2424,17.98094525,2002.019055,7.037426498,5.942481916,6.489954207
L3.1.1.5,4182.077134,6284514.283,1.15E+07,1028860.548,21.5771343,1998.422866,7.06069784,6.012356514,6.536527177
L3.1.1.5,4879.08999,6719847.13,1.22E+07,1190950.764,25.12892596,1994.871074,7.086359831,6.075893807,6.581126819
L3.1.1.5,5576.102846,7237390.151,1.31E+07,1369032.534,28.72511501,1991.274885,7.117271296,6.136413769,6.626842532
L3.1.1.5,6273.115702,7855500.271,1.42E+07,1520245.605,32.32130406,1987.678696,7.152288344,6.181913757,6.66710105
L3.1.1.5,6970.128557,8439961.988,1.52E+07,1683872.665,35.91749311,1984.082507,7.181843588,6.226309247,6.704076417
L3.1.1.5,7667.141413,9098218.184,1.63E+07,1859944.279,39.51368216,1980.486318,7.212187604,6.269499934,6.740843769
L3.1.1.5,8364.154269,9628072.324,1.73E+07,2005797.469,43.10987121,1976.890129,7.238046103,6.302287079,6.770166591
L3.1.1.5,9061.167125,10243777.55,1.83E+07,2160236.346,46.70606026,1973.29394,7.26245109,6.334501269,6.798476179
L3.1.1.5,9758.17998,10762252.91,1.92E+07,2296177.304,50.30224931,1969.697751,7.283301229,6.36100542,6.822153324
L3.1.1.5,10455.19284,11320851.74,2.02E+07,2413547.229,53.89843836,1966.101562,7.305351369,6.382655802,6.844003586
L3.1.1.5,11152.20569,11774827.2,2.10E+07,2505553.01,57.49462741,1962.505373,7.322219295,6.398903596,6.860561445
L3.1.1.5,11849.21855,12225596.24,2.19E+07,2588577.778,61.09081646,1958.909184,7.340444115,6.413061219,6.876752667
L3.1.1.5,12546.2314,12622539.92,2.26E+07,2675781.535,64.68700552,1955.312994,7.354108439,6.427450652,6.890779546
L3.1.1.5,13243.24426,13152022,2.36E+07,2721132.602,68.28319457,1951.716805,7.372912003,6.434749706,6.903830854
L3.1.1.5,13940.25711,13499967.62,2.42E+07,2767305.418,71.83498622,1948.165014,7.383815366,6.442057093,6.91293623
L3.1.1.5,14637.26997,13901712.37,2.50E+07,2810745.934,75.43117527,1944.568825,7.397940009,6.448821591,6.9233808
L3.1.1.5,15334.28283,14308995.66,2.58E+07,2835551.994,79.02736432,1940.972636,7.411619706,6.452637615,6.932128661
L3.1.1.5,16031.29568,14564315.51,2.63E+07,2840256.572,82.62355337,1937.376447,7.419955748,6.453357573,6.936656661
L3.1.1.5,16728.30854,15048434.18,2.73E+07,2843613.408,86.21974242,1933.780258,7.436162647,6.453870553,6.9450166
L3.1.1.5,17425.32139,15511670.7,2.82E+07,2843609.278,89.81593147,1930.184069,7.450249108,6.453869923,6.952059515
L3.1.1.5,18122.33425,15838728.29,2.89E+07,2822351.509,93.41212052,1926.587879,7.460897843,6.450611102,6.955754472
L3.1.1.5,18819.3471,16269841.11,2.97E+07,2789902.677,97.00830957,1922.99169,7.472756449,6.445589054,6.959172751
L3.1.1.5,19516.35996,16600972.43,3.05E+07,2743997.134,100.6044986,1919.395501,7.484299839,6.438383653,6.961341746
L3.1.1.5,20213.37282,16883666.11,3.11E+07,2693135.052,104.2006877,1915.799312,7.492760389,6.430258132,6.961509261
